location_id,location_name,location_tupe,radius,address,city,state,zip_5,zip_4,latitude,longitude,phone,parking
1433876,SOUTH ROAD,po,100,2572 SOUTH RD,POUGHKEEPSIE,NY,12601,5341,41.66471,-73.929327,8454523970,LOT
1373254,MILTON,po,100,63 MAIN ST,MILTON,NY,12547,9998,41.659625,-73.957831,8457955380,STREET
1374815,NEW MILFORD,po,100,37 MAIN ST,NEW MILFORD,CT,06776,9998,41.578162,-73.411919,8603545563,LOT
1433994,ARLINGTON CARRIER ANNEX,po,100,50 PAGE PARK DR,POUGHKEEPSIE,NY,12603,2558,41.687419,-73.872045,8454852736,NONE
1355833,BRIDGEWATER,po,100,19 MAIN ST S,BRIDGEWATER,CT,06752,9998,41.534318,-73.3663799,8603543383,STREET
1434094,GAYLORDSVILLE,po,100,3 GEORGE WASHINGTON PLZ UNIT 8,GAYLORDSVILLE,CT,06755,9998,41.639348,-73.482089,8603549727,LOT
1433702,ARLINGTON,po,100,41 RAYMOND AVE,POUGHKEEPSIE,NY,12603,2397,41.692558,-73.901045,8454717046,STREET
1375062,NEWTOWN,po,100,5 COMMERCE RD,NEWTOWN,CT,06470,9998,41.415158,-73.29146,2034264271,LOT
1377754,PLATTEKILL,po,100,2 OLD FIREHOUSE RD,PLATTEKILL,NY,12568,9800,41.61766,-74.076324,8455640726,LOT
1434080,BOTSFORD,po,100,1 BOTSFORD HILL RD,BOTSFORD,CT,06404,9991,41.362434,-73.2660279,2034264465,LOT
1372209,MAYBROOK,po,100,207 HOMESTEAD AVE,MAYBROOK,NY,12543,9998,41.483019,-74.219411,8454272891,LOT
1378259,POUGHKEEPSIE,po,100,55 MANSION ST,POUGHKEEPSIE,NY,12601,9998,41.707432,-73.9276369,8454525297,NONE
1385824,VERBANK,po,100,3393 ROUTE 82,VERBANK,NY,12585,9998,41.729627,-73.715679,8456773066,LOT
1386200,WALDEN,po,100,2 ORANGE AVE,WALDEN,NY,12586,1883,41.560148,-74.187001,8457781584,LOT
1382374,SOUTHPORT,po,100,402 PEQUOT AVE,SOUTHPORT,CT,06890,9998,41.136026,-73.2849179,2032592877,LOT
1434093,FAIRFIELD,po,100,1300 POST RD STE 5,FAIRFIELD,CT,06824,9998,41.142733,-73.255355,2032548160,LOT
1434633,COMMERCE,po,100,357 COMMERCE DR,FAIRFIELD,CT,06825,9998,41.165302,-73.229342,2033324546,LOT
1354080,BARNUM,po,100,2253 FAIRFIELD AVE,BRIDGEPORT,CT,06605,9998,41.163571,-73.219656,2033322693,LOT
1434158,TRUMBULL,po,100,50 QUALITY ST,TRUMBULL,CT,06611,9998,41.25521,-73.218374,2032682978,STREET
1373538,MONROE,po,100,270 MONROE TPKE,MONROE,CT,06468,9998,41.3025,-73.222458,2032613880,LOT
1434081,BRIDGEPORT,po,100,120 MIDDLE ST,BRIDGEPORT,CT,06602,9998,41.180318,-73.1886239,2033325302,STREET
1354281,BAYVIEW,po,100,115 BOSTON AVE,BRIDGEPORT,CT,06610,9998,41.202794,-73.186275,2033322683,LOT
1433769,HALESITE,po,100,16 NEW YORK AVE,HUNTINGTON,NY,11743,9991,40.888244,-73.415438,6314235880,LOT
1375148,NOBLE,po,100,934 E MAIN ST,BRIDGEPORT,CT,06608,9998,41.187374,-73.18063,2033335688,STREET
1358602,COLD SPRING HARBOR,po,100,126 MAIN ST,COLD SPRING HARBOR,NY,11724,1440,40.870923,-73.457174,6316925307,STREET
1380009,ROXBURY,po,100,26 NORTH ST,ROXBURY,CT,06783,9998,41.560613,-73.3098239,8603540591,LOT
1382189,SOUTH KENT,po,100,314 S KENT RD,SOUTH KENT,CT,06785,9998,41.678644,-73.470739,8609273870,LOT
1382339,SOUTHBURY,po,100,710 MAIN ST S,SOUTHBURY,CT,06488,9998,41.465013,-73.231295,2032642779,LOT
1441015,NEW PRESTON MARBLE DALE,po,100,253 NEW MILFORD TPKE,NEW PRESTON MARBLE DALE,CT,06777,9998,41.662434,-73.369687,8608687660,LOT
1434162,WASHINGTON GREEN,po,100,5 KIRBY RD,WASHINGTON,CT,06793,9991,41.630196,-73.312694,8608687474,LOT
1434153,STEVENSON,po,100,230 ROOSEVELT DR STE 2,MONROE,CT,06468,2936,41.387195,-73.185982,2032685254,LOT
1386498,WASHINGTON DEPOT,po,100,9 BRYAN HALL PLZ,WASHINGTON DEPOT,CT,06794,9998,41.640004,-73.319963,8608687474,LOT
1361109,DOVER PLAINS,po,100,3042 ROUTE 22,DOVER PLAINS,NY,12522,9998,41.733882,-73.58055,8458776953,LOT
1388169,WOODBURY,po,100,1 WASHINGTON AVE,WOODBURY,CT,06798,9998,41.544843,-73.20952,2032633507,LOT
1368896,KENT,po,100,31 KENT GREEN BLVD,KENT,CT,06757,9998,41.727233,-73.4718609,8609273435,LOT
1381455,HUNTINGTON,po,100,41 CHURCH ST STE 2,SHELTON,CT,06484,9991,41.293499,-73.146329,2039254297,LOT
1377817,PLEASANT VALLEY,po,100,1612 MAIN ST,PLEASANT VALLEY,NY,12569,9998,41.744172,-73.8233719,8456358932,LOT
1373129,MILLBROOK,po,100,47 FRONT ST,MILLBROOK,NY,12545,9998,41.785992,-73.695745,8456771094,STREET
1354840,BETHLEHEM,po,100,34 EAST ST,BETHLEHEM,CT,06751,9998,41.639325,-73.204737,2032667910,LOT
1381454,SHELTON CARRIER ANNEX,po,100,40 FOREST PKWY,SHELTON,CT,06484,9998,41.293627,-73.104342,2039227720,NONE
1381456,SHELTON,po,100,83 BRIDGE ST,SHELTON,CT,06484,9994,41.317204,-73.094411,2039248349,LOT
1386562,WASSAIC,po,100,18 MAIN ST,WASSAIC,NY,12592,9998,41.805291,-73.559831,8453738382,LOT
1360725,DERBY,po,100,74 OLIVIA ST,DERBY,CT,06418,9998,41.321669,-73.0907649,2037340735,LOT
1372949,MIDDLEBURY,po,100,590 MIDDLEBURY RD STE F,MIDDLEBURY,CT,06762,2564,41.538458,-73.10797,2037582334,LOT
1353140,ANSONIA,po,100,237 MAIN ST,ANSONIA,CT,06401,9998,41.343249,-73.0784149,2037346818,STREET
1381276,SEYMOUR,po,100,91 MAIN ST,SEYMOUR,CT,06483,9998,41.394377,-73.073566,2038883830,STREET
1434154,STRATFORD,po,100,3100 MAIN ST,STRATFORD,CT,06614,9998,41.202898,-73.1308119,2033801880,LOT
1354299,BEACON FALLS,po,100,101 N MAIN ST,BEACON FALLS,CT,06403,9998,41.445125,-73.065444,2037292341,STREET
1373831,MORRIS,po,100,8 WEST ST,MORRIS,CT,06763,9998,41.683581,-73.200373,8605677075,LOT
1433109,STRATFORD RETAIL STORE,po,100,411 BARNUM AVENUE CUTOFF STE 14,STRATFORD,CT,06614,9991,41.197226,-73.122726,2033811373,STREET
1371440,MAHWAH,po,100,1037 MACARTHUR BLVD,MAHWAH,NJ,07430,3620,41.079257,-74.1652249,2015129928,LOT
1372999,MIDLAND PARK,po,100,215 GODWIN AVE,MIDLAND PARK,NJ,07432,9998,40.988911,-74.140908,2014478927,LOT
1388371,WYCKOFF,po,100,411 GREENWOOD AVE,WYCKOFF,NJ,07481,9998,41.014258,-74.1681919,2015609982,LOT
1365688,GREENWOOD LAKE,po,100,123 WINDERMERE AVE,GREENWOOD LAKE,NY,10925,9998,41.226431,-74.291803,8454777328,LOT
1383843,SUGAR LOAF,po,100,1407 KINGS HWY,SUGAR LOAF,NY,10981,9800,41.321298,-74.28481,8454694402,LOT
1357861,CHESTER,po,100,76 BROOKSIDE AVE,CHESTER,NY,10918,9998,41.356863,-74.283192,8454692106,LOT
1379373,RINGWOOD,po,100,130 SKYLINE DR STE 5,RINGWOOD,NJ,07456,9998,41.085394,-74.2606589,9739624956,STREET
1363998,FRANKLIN LAKES,po,100,785 FRANKLIN AVE,FRANKLIN LAKES,NJ,07417,9998,41.021941,-74.205688,2018470697,LOT
1356787,CAMPBELL HALL,po,100,10 MAYBROOK RD,CAMPBELL HALL,NY,10916,9998,41.454808,-74.258419,8454277013,LOT
1386473,WARWICK,po,100,108 MAIN ST,WARWICK,NY,10990,9998,41.25913,-74.357236,8459860271,LOT
1365198,GOSHEN,po,100,20 GRAND ST,GOSHEN,NY,10924,9998,41.40236,-74.326157,8452944288,STREET
1375785,OAKLAND,po,100,332 RAMAPO VALLEY RD,OAKLAND,NJ,07436,9998,41.023168,-74.242245,2013377536,LOT
1363571,FLORIDA,po,100,15 EDWARD J LEMPKA DR,FLORIDA,NY,10921,9998,41.339959,-74.358487,8456510044,LOT
1366844,HEWITT,po,100,1926 UNION VALLEY RD STE E,HEWITT,NJ,07421,9998,41.153262,-74.3542899,9737285981,NONE
1386354,WANAQUE,po,100,500 RINGWOOD AVE,WANAQUE,NJ,07465,9998,41.0543,-74.287639,9738355674,LOT
1433811,MONTGOMERY,po,100,218 BOYD ST,MONTGOMERY,NY,12549,9998,41.521781,-74.233825,8454571403,LOT
1433583,HAWTHORNE,po,100,226 DIAMOND BRIDGE AVE,HAWTHORNE,NJ,07506,9998,40.948826,-74.153436,9734232493,LOT
1387105,WEST MILFORD,po,100,1560 UNION VALLEY RD,WEST MILFORD,NJ,07480,9998,41.134814,-74.3668309,9737287847,LOT
1380540,SALT POINT,po,100,59 COTTAGE ST,SALT POINT,NY,12578,9998,41.806039,-73.794653,8452665986,LOT
1366934,HIGHLAND,po,100,197 NORTH RD,HIGHLAND,NY,12528,9998,41.738402,-73.963432,8456919086,LOT
1358423,CLINTONDALE,po,100,1059 ROUTE 44 55,CLINTONDALE,NY,12515,9998,41.694593,-74.0495179,8458835320,STREET
1358396,CLINTON CORNERS,po,100,2486 SALT POINT TPKE,CLINTON CORNERS,NY,12514,9998,41.835632,-73.762169,8452665694,STREET
1367777,HYDE PARK,po,100,1 E MARKET ST,HYDE PARK,NY,12538,9998,41.791706,-73.93585,8452290112,LOT
1352947,AMENIA,po,100,3296 ROUTE 343,AMENIA,NY,12501,9998,41.849408,-73.556658,8453739306,STREET
1387132,WEST PARK,po,100,1740 ROUTE 9W,WEST PARK,NY,12493,9800,41.794917,-73.959994,8453846717,LOT
1373445,MODENA,po,100,2255 STATE ROUTE 32,MODENA,NY,12548,9998,41.682961,-74.1039859,8458835071,LOT
1383265,STANFORDVILLE,po,100,6069 ROUTE 82,STANFORDVILLE,NY,12581,9998,41.870776,-73.7052389,8458681694,LOT
1353978,BANGALL,po,100,105 HUNNS LAKE RD,BANGALL,NY,12506,9800,41.875661,-73.691846,8458681964,STREET
1354011,BANTAM,po,100,80 DOYLE RD,BANTAM,CT,06750,9998,41.726918,-73.2361569,8605678505,LOT
1359295,CORNWALL BRIDGE,po,100,18A KENT RD S,CORNWALL BRIDGE,CT,06754,9997,41.818185,-73.371072,8606726710,LOT
1386282,WALLKILL,po,100,45 WALLKILL AVE,WALLKILL,NY,12589,9998,41.606415,-74.184958,8458951064,LOT
1362729,ESOPUS,po,100,60 MAIN ST,ESOPUS,NY,12429,9800,41.827614,-73.964854,8453846808,STREET
1386614,WATERTOWN,po,100,30 WOODRUFF AVE,WATERTOWN,CT,06795,9998,41.600423,-73.116205,8602742900,LOT
1364442,GARDINER,po,100,124 MAIN ST,GARDINER,NY,12525,9998,41.680087,-74.1507879,8452557267,STREET
1374828,NEW PALTZ,po,100,41 MAIN ST,NEW PALTZ,NY,12561,9998,41.747889,-74.087949,8452555479,NONE
1433861,SCOTCHTOWN,po,100,731 ROUTE 211 E STE 103,MIDDLETOWN,NY,10941,1490,41.466694,-74.35727,8456922385,LOT
1377521,PINE BUSH,po,100,27 MAIN ST,PINE BUSH,NY,12566,9998,41.607991,-74.299359,8457443013,LOT
1384571,THOMPSON RIDGE,po,100,49 COUNTY HIGHWAY 17,THOMPSON RIDGE,NY,10985,9998,41.568892,-74.3309259,8453611525,LOT
1356316,BULLVILLE,po,100,652 LYBOLT RD,BULLVILLE,NY,10915,9800,41.541511,-74.361043,8453615411,STREET
1358075,CIRCLEVILLE,po,100,2079 ROUTE 302,CIRCLEVILLE,NY,10919,9998,41.514548,-74.387064,8453613966,LOT
1374722,NEW HAMPTON,po,100,5070 ROUTE 17M,NEW HAMPTON,NY,10958,9998,41.411932,-74.418658,8453743234,LOT
1372968,MIDDLETOWN,po,100,40 FULTON ST,MIDDLETOWN,NY,10940,9998,41.44236,-74.422715,8453411568,LOT
1356378,BURLINGHAM,po,100,709 BURLINGHAM RD,BURLINGHAM,NY,12722,9800,41.590064,-74.383017,8457331811,STREET
1386242,WALKER VALLEY,po,100,3619 ROUTE 52,WALKER VALLEY,NY,12588,9800,41.629998,-74.372404,8457442722,LOT
1355190,BLOOMINGBURG,po,100,21 WINTERTON RD,BLOOMINGBURG,NY,12721,9998,41.553,-74.440263,8457336735,LOT
1367514,HOWELLS,po,100,126 NEW VERNON RD STE 1,HOWELLS,NY,10932,9800,41.480546,-74.46785,8453864222,LOT
1374817,NEW MILFORD,po,100,3 JOCKEY HOLLOW RD STE 2,NEW MILFORD,NY,10959,9800,41.234448,-74.416466,8459863557,LOT
1381807,SLATE HILL,po,100,1990 ROUTE 284,SLATE HILL,NY,10973,9998,41.388754,-74.477009,8453554741,LOT
1377536,PINE ISLAND,po,100,665 COUNTY ROUTE 1,PINE ISLAND,NY,10969,9998,41.296499,-74.464356,8452584798,LOT
1359715,CRAGSMOOR,po,100,8 HENRY RD,CRAGSMOOR,NY,12420,9998,41.669984,-74.384971,8456478282,LOT
1384672,TILLSON,po,100,134 HARDENBERGH AVE,TILLSON,NY,12486,9998,41.831858,-74.06761,8456588181,LOT
1352306,ACCORD,po,100,30 MAIN ST,ACCORD,NY,12404,9998,41.785886,-74.229494,8456265881,LOT
1379336,RIFTON,po,100,1822 MAIN ST,RIFTON,NY,12471,9800,41.837686,-74.040899,8456588010,STREET
1360778,DEVON,po,100,548 NAUGATUCK AVE STE 1,MILFORD,CT,06460,9991,41.20138,-73.101717,2038766180,LOT
1379444,RIVER ROAD,po,100,12-44 RIVER RD,FAIR LAWN,NJ,07410,9991,40.932412,-74.132744,2017974267,STREET
1362474,ELMWOOD PARK,po,100,335 MOLA BLVD,ELMWOOD PARK,NJ,07407,9998,40.907064,-74.118994,2017967057,LOT
1361798,EAST NORWICH,po,100,1001 OYSTER BAY RD,EAST NORWICH,NY,11732,1003,40.844535,-73.533329,5169228283,LOT
1384170,SYOSSET,po,100,40 QUEENS ST,SYOSSET,NY,11791,3065,40.824034,-73.503902,5169211921,LOT
1368399,JERICHO,po,100,425 N BROADWAY,JERICHO,NY,11753,2140,40.788691,-73.5347089,5166816248,LOT
1387251,WESTBURY,po,100,360 MAPLE AVE,WESTBURY,NY,11590,7576,40.755978,-73.585139,5163333598,LOT
1388171,WOODBURY,po,100,217 WOODBURY RD,WOODBURY,NY,11797,1254,40.827529,-73.46591,5166925470,LOT
1376769,DOWNTOWN MILFORD,po,100,6 W RIVER ST,MILFORD,CT,06460,9992,41.224224,-73.0579839,2038766180,STREET
1374471,NAUGATUCK,po,100,170 WATER ST,NAUGATUCK,CT,06770,9998,41.491344,-73.0534919,2037295381,LOT
1367666,HUNTINGTON,po,100,55 GERARD ST,HUNTINGTON,NY,11743,3256,40.872535,-73.429386,6314273825,LOT
1357471,CENTERPORT,po,100,434 E MAIN ST,CENTERPORT,NY,11721,1517,40.886455,-73.3716209,6312616918,LOT
1366881,HICKSVILLE,po,100,185 W JOHN ST,HICKSVILLE,NY,11801,8702,40.766937,-73.5333529,5169332321,LOT
1375537,NORTHPORT,po,100,240 MAIN ST,NORTHPORT,NY,11768,1870,40.900582,-73.3468159,6312616941,LOT
1365602,GREENLAWN,po,100,55 BROADWAY,GREENLAWN,NY,11740,1337,40.869229,-73.3657049,6312616437,LOT
1379825,ROOSEVELT FIELD,po,100,630 OLD COUNTRY RD UNIT 507,GARDEN CITY,NY,11530,3500,40.737677,-73.613371,5167461394,STREET
1361797,EAST NORTHPORT,po,100,297 LARKFIELD RD,EAST NORTHPORT,NY,11731,2449,40.873847,-73.323269,6313685632,LOT
1373103,MILFORD,po,100,300 PEPES FARM RD,MILFORD,CT,06460,9998,41.234086,-73.015816,2038766180,LOT
1369087,KINGS PARK,po,100,125 E MAIN ST,KINGS PARK,NY,11754,3819,40.884765,-73.24453,6312696481,LOT
1367674,HUNTINGTON STATION,po,100,888 E JERICHO TPKE,HUNTINGTON STATION,NY,11746,7530,40.834606,-73.377374,6314270594,LOT
1579653,HUNTINGTON STATION NY S&DC,po,100,888 E JERICHO TPKE,HUNTINGTON STATION,NY,11746,7522,40.834606,-73.377374,6314270594,NONE
1376214,ORANGE,po,100,36 OLD TAVERN RD,ORANGE,CT,06477,9994,41.26723,-73.003135,2037953523,STREET
1376456,OUTWATER,po,100,85 OUTWATER LN STE 5,GARFIELD,NJ,07026,9991,40.881546,-74.1150409,9737725019,LOT
1366435,HASKELL,po,100,1108 RINGWOOD AVE,HASKELL,NJ,07420,9998,41.027691,-74.2964389,9738353762,LOT
1377993,POMPTON LAKES,po,100,47 LAKESIDE AVE,POMPTON LAKES,NJ,07442,9998,41.005238,-74.2896,9738359364,LOT
1379450,RIVERDALE,po,100,56 HAMBURG TPKE,RIVERDALE,NJ,07457,9998,40.998706,-74.3030019,9738354583,LOT
1378346,PREAKNESS,po,100,42 PREAKNESS SHOPPING CTR,WAYNE,NJ,07470,9992,40.963428,-74.243544,9736943569,STREET
1386732,WAYNE,po,100,150 POMPTON PLAINS XRD,WAYNE,NJ,07470,9994,40.970014,-74.276906,9736940308,STREET
1433580,HALEDON,po,100,400 HALEDON AVE,HALEDON,NJ,07508,9998,40.938117,-74.1811089,9735951759,LOT
1355196,BLOOMINGDALE,po,100,126 MAIN ST,BLOOMINGDALE,NJ,07403,9998,41.00389,-74.333246,9738382904,LOT
1356479,BUTLER,po,100,180 MAIN ST STE A,BUTLER,NJ,07405,9998,41.003215,-74.340599,9738398323,STREET
1377994,POMPTON PLAINS,po,100,538 NEWARK POMPTON TPKE STE 1,POMPTON PLAINS,NJ,07444,9998,40.965303,-74.2948459,9738354243,LOT
1385684,VALLEY,po,100,586 VALLEY RD,WAYNE,NJ,07470,9993,40.931883,-74.2262389,9736941032,STREET
1376562,PACKANACK LAKE,po,100,40 LAKE DR W,WAYNE,NJ,07470,9991,40.936368,-74.256688,9736942632,STREET
1377212,PEQUANNOCK,po,100,190 NEWARK POMPTON TPKE,PEQUANNOCK,NJ,07440,9998,40.947553,-74.289042,9736945178,LOT
1433632,PATERSON,po,100,194 WARD ST,PATERSON,NJ,07510,9998,40.914229,-74.1667789,9739774611,STREET
1376823,PARK,po,100,497 21ST AVE,PATERSON,NJ,07513,9998,40.906244,-74.152155,9737422460,NONE
1433668,TOTOWA,po,100,20 CREWS ST,TOTOWA,NJ,07512,9998,40.9026,-74.215558,9735956074,LOT
1382236,SOUTH PATERSON,po,100,958 MAIN ST STE 1,PATERSON,NJ,07503,9998,40.89496,-74.1599629,9733571958,STREET
1370487,LINCOLN PARK,po,100,9 ZELIFF PL,LINCOLN PARK,NJ,07035,9998,40.923729,-74.305634,9736941627,STREET
1433684,WEST PATERSON,po,100,1017 MCBRIDE AVE,WOODLAND PARK,NJ,07424,9991,40.892903,-74.206835,9732564283,LOT
1374983,NEWFOUNDLAND,po,100,2727 STATE RT 23 STE 1,NEWFOUNDLAND,NJ,07435,1472,41.04763,-74.441464,9736975392,LOT
1371463,MAIN AVENUE,po,100,1114 MAIN AVE,CLIFTON,NJ,07011,9991,40.874643,-74.138476,9732497527,LOT
1384867,TOWACO,po,100,666 MAIN RD,TOWACO,NJ,07082,9998,40.924827,-74.341476,9733340743,LOT
1370630,LITTLE FALLS,po,100,229 MAIN ST,LITTLE FALLS,NJ,07424,9998,40.882892,-74.235179,9738261101,LOT
1358371,CLIFTON,po,100,811 PAULISON AVE,CLIFTON,NJ,07011,9998,40.869112,-74.151786,9734720426,LOT
1366933,HIGHLAND LAKES,po,100,177 BREAKNECK RD,HIGHLAND LAKES,NJ,07422,9998,41.183794,-74.459231,9737649086,LOT
1433567,FAIRFIELD,po,100,400 FAIRFIELD RD STE 5,FAIRFIELD,NJ,07004,9998,40.886441,-74.2801499,9738823815,LOT
1376919,PASSAIC,po,100,46 GROVE ST,PASSAIC,NJ,07055,9998,40.860358,-74.1287019,9737796758,STREET
1375737,OAK RIDGE,po,100,247 OAK RIDGE RD,OAK RIDGE,NJ,07438,9998,41.050098,-74.478004,9736979073,LOT
1385861,VERNON,po,100,530 COUNTY ROUTE 515 UNIT 13,VERNON,NJ,07462,9997,41.194914,-74.483099,9737649056,LOT
1376920,PASSAIC PARK,po,100,158 MAIN AVE,PASSAIC,NJ,07055,9992,40.844615,-74.128315,9737776917,NONE
1357368,CEDAR GROVE,po,100,519 POMPTON AVE,CEDAR GROVE,NJ,07009,9998,40.851011,-74.228838,9732397439,LOT
1373690,MONTVILLE,po,100,16 SKYLINE DR,MONTVILLE,NJ,07045,9998,40.910498,-74.382138,9733351748,LOT
1352767,ALLWOOD,po,100,495 ALLWOOD RD,CLIFTON,NJ,07012,9998,40.842155,-74.15893,9734734946,NONE
1385535,UPPER MONTCLAIR,po,100,572 VALLEY RD STE 2,MONTCLAIR,NJ,07043,9998,40.839687,-74.207954,9735097865,STREET
1360584,DELAWANNA,po,100,266 MAIN AVE,CLIFTON,NJ,07014,9998,40.835322,-74.137569,9734720426,NONE
1355991,BROOKDALE,po,100,1296 BROAD ST,BLOOMFIELD,NJ,07003,9991,40.834449,-74.1812269,9733386921,NONE
1433681,WEST CALDWELL,po,100,155 CLINTON RD,CALDWELL,NJ,07006,9998,40.855931,-74.302382,9732272699,LOT
1368356,JEFFERSON,po,100,5716 BERKSHIRE VALLEY RD STE 5,OAK RIDGE,NJ,07438,9991,41.034639,-74.506137,9732085872,LOT
1383617,STOCKHOLM,po,100,2741 STATE RT 23 STE 4,STOCKHOLM,NJ,07460,1306,41.088387,-74.5203509,9736978732,LOT
1372667,MEMORIAL,po,100,128 WATCHUNG AVE STE 2,MONTCLAIR,NJ,07043,9991,40.830681,-74.2047379,9736550172,NONE
1365010,GLENWOOD,po,100,958 COUNTY RT 517,GLENWOOD,NJ,07418,9998,41.249309,-74.478144,9737642616,LOT
1355435,BOONTON,po,100,501 MAIN ST,BOONTON,NJ,07005,9998,40.904779,-74.409464,9733342745,LOT
1356602,CALDWELL,po,100,10 PARK AVE,CALDWELL,NJ,07006,9991,40.84115,-74.276579,9732272699,LOT
1433672,VERONA,po,100,682 BLOOMFIELD AVE,VERONA,NJ,07044,9998,40.833515,-74.2491759,9732393481,STREET
1377520,PINE BROOK,po,100,50 US HIGHWAY 46,PINE BROOK,NJ,07058,9998,40.859241,-74.332953,9732270143,LOT
1433625,NUTLEY,po,100,372 FRANKLIN AVE,NUTLEY,NJ,07110,9998,40.819849,-74.158759,9732359136,LOT
1368481,JOHNSON,po,100,83 COUNTY HIGHWAY 22,JOHNSON,NY,10933,9800,41.364993,-74.50684,8453553112,LOT
1388356,WURTSBORO,po,100,39 SULLIVAN ST,WURTSBORO,NY,12790,9998,41.572528,-74.47923,8458884447,LOT
1383939,SUMMITVILLE,po,100,3868 ROUTE 209,SUMMITVILLE,NY,12781,9800,41.616088,-74.452815,8458882213,LOT
1376414,OTISVILLE,po,100,11 MAIN ST,OTISVILLE,NY,10963,9998,41.473388,-74.539193,8453862935,LOT
1377387,PHILLIPSPORT,po,100,17 PHILLIPSPORT RD,PHILLIPSPORT,NY,12769,9800,41.639927,-74.4472969,8456473063,LOT
1387390,WESTTOWN,po,100,2097 COUNTY ROUTE 1,WESTTOWN,NY,10998,9998,41.337634,-74.540855,8457265026,LOT
1382530,SPRING GLEN,po,100,1395 OLD ROUTE 209,SPRING GLEN,NY,12483,9800,41.665242,-74.429952,8456475760,LOT
1359993,CUDDEBACKVILLE,po,100,19 STATE ROUTE 211,CUDDEBACKVILLE,NY,12729,9998,41.464307,-74.591899,8457540780,LOT
1385429,UNIONVILLE,po,100,1 MAIN ST,UNIONVILLE,NY,10988,9800,41.301539,-74.562077,8457263535,LOT
1362374,ELLENVILLE,po,100,1 LIBERTY SQ,ELLENVILLE,NY,12428,9998,41.717515,-74.392963,8456479584,NONE
1374379,NAPANOCH,po,100,7600 STATE ROUTE 209 STE 1,NAPANOCH,NY,12458,9998,41.740778,-74.3721209,8456474249,LOT
1367598,HUGUENOT,po,100,435 ROUTE 209,HUGUENOT,NY,12746,9998,41.420559,-74.630436,8458563076,LOT
1386712,WAWARSING,po,100,7199 ROUTE 209,WAWARSING,NY,12489,9800,41.757737,-74.3580329,8456474520,LOT
1368930,KERHONKSON,po,100,17 WEST ST,KERHONKSON,NY,12446,9998,41.775642,-74.295412,8456265470,LOT
1379613,ROCK HILL,po,100,240 ROCK HILL DR,ROCK HILL,NY,12775,9998,41.624407,-74.595373,8457964535,LOT
1374125,MOUNTAIN DALE,po,100,12 POST HILL RD,MOUNTAIN DALE,NY,12763,9998,41.68978,-74.530701,8454345810,STREET
1365595,GREENFIELD PARK,po,100,7021 STATE ROUTE 52,GREENFIELD PARK,NY,12435,9998,41.726976,-74.489229,8456478415,LOT
1364917,GLEN WILD,po,100,424 GLEN WILD RD,GLEN WILD,NY,12738,9998,41.653123,-74.5873259,8454366839,STREET
1372270,MC AFEE,po,100,40 STATE RT 94,MC AFEE,NJ,07428,9800,41.173842,-74.5472449,9738278071,LOT
1378087,PORT JERVIS,po,100,20 SUSSEX ST,PORT JERVIS,NY,12771,9998,41.375007,-74.6920799,8458588173,STREET
1372124,MATAMORAS,po,100,6 PENNSYLVANIA AVE,MATAMORAS,PA,18336,9998,41.370576,-74.698151,5704914715,STREET
1388216,WOODRIDGE,po,100,47 BROADWAY,WOODRIDGE,NY,12789,9998,41.708002,-74.570826,8454341095,STREET
1384055,SUSSEX,po,100,455 STATE RT 23 STE 5,SUSSEX,NJ,07461,9998,41.203959,-74.6008619,9738757410,LOT
1366902,HIGH FALLS,po,100,107 MAIN ST,HIGH FALLS,NY,12440,9998,41.827132,-74.128267,8456874271,LOT
1384575,THOMPSONVILLE,po,100,558 THOMPSON RD,THOMPSONVILLE,NY,12784,9800,41.667933,-74.625401,8454345758,LOT
1382433,SPARROW BUSH,po,100,505 STATE ROUTE 42,SPARROW BUSH,NY,12780,9998,41.405601,-74.7321219,8458584232,LOT
1366017,HAMBURG,po,100,28 MAIN ST,HAMBURG,NJ,07419,9998,41.151387,-74.5755619,9738270571,LOT
1383654,STONE RIDGE,po,100,3765 MAIN ST,STONE RIDGE,NY,12484,9998,41.847196,-74.144555,8456874029,LOT
1373193,MILLRIFT,po,100,125 BLUESTONE BLVD,MILLRIFT,PA,18340,9998,41.410125,-74.744198,5704914605,STREET
1379910,ROSENDALE,po,100,354 MAIN ST,ROSENDALE,NY,12472,9998,41.844766,-74.07987,8456588084,LOT
1382156,SOUTH FALLSBURG,po,100,25 RAILROAD PLZ,SOUTH FALLSBURG,NY,12779,9998,41.706989,-74.62857,8454349116,LOT
1359372,COTTEKILL,po,100,1820 LUCAS AVENUE EXT,COTTEKILL,NY,12419,9998,41.853708,-74.105677,8456877182,LOT
1363099,FALLSBURG,po,100,5672 STATE ROUTE 42,FALLSBURG,NY,12733,9998,41.730799,-74.604824,8454346318,STREET
1368991,KIAMESHA LAKE,po,100,4668 STATE ROUTE 42,KIAMESHA LAKE,NY,12751,9998,41.682358,-74.662341,8457942336,LOT
1373640,MONTICELLO,po,100,486 BROADWAY,MONTICELLO,NY,12701,9998,41.656057,-74.68988,8457947498,NONE
1363999,FRANKLIN,po,100,270K STATE RT 23,FRANKLIN,NJ,07416,9998,41.118375,-74.579132,9738270570,LOT
1388157,WOODBOURNE,po,100,6169 STATE ROUTE 42,WOODBOURNE,NY,12788,9998,41.760686,-74.5996129,8454344562,LOT
